path,module,priority,size_kb,emoji,sections,learningObjectives,exercises,references,etymology,needs_upgrade
012-svg/001-SVGOverviewEnvSetup.md,012-svg,P0,55.6,0,12,False,False,False,False,True
012-svg/005-SVGPathPathDetailed.md,012-svg,P0,56.2,0,12,False,False,False,False,True
012-svg/006-SVGTextTypography.md,012-svg,P0,58.7,0,12,False,False,False,False,True
013-java/038-MethodDetailed.md,013-java,P0,9.5,0,1,False,False,False,False,True
013-java/067-SpringCloudMicroserviceDevelopment.md,013-java,P0,9.6,0,3,False,False,False,False,True
013-java/043-JavaTextBlock.md,013-java,P0,10.3,0,3,False,False,False,False,True
013-java/057-AbstractClassInterface.md,013-java,P0,10.7,0,2,False,False,False,False,True
013-java/058-ExceptionHandlingMechanism.md,013-java,P0,11.4,0,2,False,False,False,False,True
013-java/044-JavaModuleSystem.md,013-java,P0,12.3,0,3,False,False,False,False,True
013-java/056-OOP.md,013-java,P0,12.4,0,2,False,False,False,False,True
013-java/004-DataTypeConversion.md,013-java,P0,12.8,0,4,False,False,False,False,True
013-java/047-ArrayDetailed.md,013-java,P0,12.9,0,1,False,False,False,False,True
013-java/026-JavaBuildTool.md,013-java,P0,12.9,0,3,False,False,False,False,True
013-java/032-JavaGraphQL.md,013-java,P0,13.1,0,2,False,False,False,False,True
013-java/033-JavaPerformanceTuning.md,013-java,P0,13.3,0,3,False,False,False,False,True
013-java/063-LambdaFunctionalProgramming.md,013-java,P0,13.4,0,1,False,False,False,False,True
013-java/013-JavaSerialization.md,013-java,P0,13.6,0,5,False,False,False,False,True
013-java/059-GenericDetailed.md,013-java,P0,14.3,0,2,False,False,False,False,True
013-java/001-JavaOverviewDevEnv.md,013-java,P0,14.5,0,3,False,False,False,False,True
013-java/005-VariableConstant.md,013-java,P0,14.5,0,1,False,False,False,False,True
013-java/030-JavaRedis.md,013-java,P0,14.6,0,3,False,False,False,False,True
013-java/028-JavaMicroservice.md,013-java,P0,14.7,0,4,False,False,False,False,True
013-java/064-StreamAPI.md,013-java,P0,14.8,0,1,False,False,False,False,True
013-java/018-SpringBootAdvanced.md,013-java,P0,15.0,0,4,False,False,False,False,True
013-java/066-NetworkProgramming.md,013-java,P0,15.4,0,0,False,False,False,False,True
013-java/003-ProgramStructureBasicSyntax.md,013-java,P0,16.0,0,1,False,False,False,False,True
013-java/046-JavaNewFeaturesEcosystem.md,013-java,P0,17.0,0,2,False,False,False,False,True
013-java/060-IOStreamFileOperation.md,013-java,P0,17.4,0,2,False,False,False,False,True
013-java/021-JavaDesignPattern.md,013-java,P0,17.6,0,2,False,False,False,False,True
013-java/019-SpringBootSecurity.md,013-java,P0,17.7,0,4,False,False,False,False,True
013-java/061-MultithreadingBasics.md,013-java,P0,18.6,0,2,False,False,False,False,True
013-java/049-CollectionFrameworkDetailed.md,013-java,P0,19.5,0,1,False,False,False,False,True
013-java/068-JavaSwingGUI.md,013-java,P0,19.7,0,2,False,False,False,False,True
013-java/041-JavaKubernetes.md,013-java,P0,19.8,0,10,True,True,True,True,False
013-java/016-OperatorExpression.md,013-java,P0,20.2,0,1,False,False,False,False,True
013-java/069-JavaProjectExampleLibrarySystem.md,013-java,P0,28.4,0,0,False,False,False,False,True
013-java/011-JVMGC.md,013-java,P0,37.9,0,12,False,False,False,False,True
013-java/055-GenerationalZGCDetailed.md,013-java,P0,39.6,0,12,False,False,False,False,True
013-java/034-JavaAI.md,013-java,P0,41.7,0,12,False,False,False,False,True
013-java/029-JavaMessageQueue.md,013-java,P0,43.4,0,12,False,False,False,False,True
013-java/036-JavaWebAssembly.md,013-java,P0,43.9,0,12,False,False,False,False,True
013-java/002-QuickStart.md,013-java,P0,47.2,0,12,False,False,False,False,True
013-java/040-JavaGraalVM.md,013-java,P0,47.5,0,11,False,False,False,False,True
013-java/008-ConcurrencyBasics.md,013-java,P0,53.4,0,12,False,False,False,False,True
013-java/031-JavaDocker.md,013-java,P0,55.2,0,12,False,False,False,False,True
013-java/010-JVMClassLoadingMechanism.md,013-java,P0,56.3,0,11,False,False,False,False,True
013-java/054-AnnotationProcessor.md,013-java,P0,56.6,0,12,False,False,False,False,True
013-java/042-JavaRecordClass.md,013-java,P0,59.5,0,12,False,False,False,False,True
013-java/045-JavaDatabaseConnection.md,013-java,P0,62.9,0,12,False,False,False,False,True
013-java/052-ThreadLocalMemoryLeak.md,013-java,P0,63.1,0,11,True,True,True,True,False
013-java/007-JavaGenericsTutorial.md,013-java,P0,66.6,0,11,True,True,True,True,False
013-java/014-JavaIONIO.md,013-java,P0,67.8,0,12,False,False,False,False,True
013-java/048-JVMtuning.md,013-java,P0,69.8,0,11,False,False,False,False,True
013-java/009-JUCConcurrency.md,013-java,P0,70.0,0,12,False,False,False,False,True
013-java/023-JavaNetworkProgramming.md,013-java,P0,70.6,0,12,False,False,False,False,True
013-java/070-JavaTheoryJVMClassLoadingMemory.md,013-java,P0,70.7,0,12,False,False,False,False,True
013-java/035-JavaSecurity.md,013-java,P0,71.1,0,12,False,False,False,False,True
013-java/053-ReflectionDynamicProxy.md,013-java,P0,71.2,0,12,False,False,False,False,True
013-java/065-SpringBootNotes.md,013-java,P0,71.7,0,12,False,False,False,False,True
013-java/006-JavaAnnotationsTutorial.md,013-java,P0,73.4,0,11,True,True,True,True,False
013-java/022-JavaFunctionalProgramming.md,013-java,P0,76.2,0,11,False,False,False,False,True
013-java/017-SpringBasicsIoCAOPBeanLifecycle.md,013-java,P0,76.3,0,12,False,False,False,False,True
013-java/050-ConcurrencyDetailed.md,013-java,P0,78.3,0,12,False,False,False,False,True
013-java/037-JavaReactiveProgramming.md,013-java,P0,81.5,0,11,False,False,False,False,True
013-java/027-ControlFlow.md,013-java,P0,81.5,0,12,False,False,False,False,True
013-java/062-JVMMemoryModel.md,013-java,P0,81.7,0,12,False,False,False,False,True
013-java/020-SpringBootDataAccess.md,013-java,P0,81.7,0,11,False,False,False,False,True
013-java/025-JavaUnitTest.md,013-java,P0,83.3,0,11,True,True,True,True,False
013-java/024-JavaLogSystem.md,013-java,P0,85.0,0,11,False,False,False,False,True
013-java/015-JavaNewFeatures.md,013-java,P0,85.4,0,11,False,False,False,False,True
013-java/039-JavaVirtualThread.md,013-java,P0,88.7,0,11,False,False,False,False,True
013-java/012-JavaReflection.md,013-java,P0,96.1,0,12,False,False,False,False,True
013-java/051-CompletableFutureAsync.md,013-java,P0,109.5,0,11,True,True,True,True,False
014-kotlin/003-KotlinFunctionAndLambda.md,014-kotlin,P0,9.3,0,0,False,False,False,False,True
014-kotlin/031-KotlinKoin.md,014-kotlin,P0,9.6,0,2,False,False,False,False,True
014-kotlin/036-KotlinAtomicOperation.md,014-kotlin,P0,9.6,0,4,False,False,False,False,True
014-kotlin/005-KotlinGenericTypeSystem.md,014-kotlin,P0,10.0,0,0,False,False,False,False,True
014-kotlin/035-KotlinGradle.md,014-kotlin,P0,10.1,0,2,False,False,False,False,True
014-kotlin/040-KotlinTime.md,014-kotlin,P0,10.1,0,2,False,False,False,False,True
014-kotlin/033-KotlinTest.md,014-kotlin,P0,10.2,0,2,False,False,False,False,True
014-kotlin/011-KotlinCoroutineChannel.md,014-kotlin,P0,10.7,0,2,False,False,False,False,True
014-kotlin/024-KotlinAndroid.md,014-kotlin,P0,10.7,0,2,False,False,False,False,True
014-kotlin/038-KotlinIO.md,014-kotlin,P0,10.7,0,2,False,False,False,False,True
014-kotlin/030-KotlinExposed.md,014-kotlin,P0,10.7,0,3,False,False,False,False,True
014-kotlin/032-KotlinKtorClient.md,014-kotlin,P0,10.8,0,2,False,False,False,False,True
014-kotlin/006-KotlinCollectionCoroutine.md,014-kotlin,P0,10.9,0,0,False,False,False,False,True
014-kotlin/027-KotlinCompose.md,014-kotlin,P0,11.0,0,2,False,False,False,False,True
014-kotlin/007-KotlinCoroutineAdvanced.md,014-kotlin,P0,11.0,0,1,False,False,False,False,True
014-kotlin/025-KotlinSpring.md,014-kotlin,P0,11.2,0,3,False,False,False,False,True
014-kotlin/022-KotlinDSL.md,014-kotlin,P0,11.3,0,3,False,False,False,False,True
014-kotlin/009-KotlinDSLDomainSpecificLanguage.md,014-kotlin,P0,11.4,0,1,False,False,False,False,True
014-kotlin/043-KotlinSecurity.md,014-kotlin,P0,11.8,0,4,False,False,False,False,True
014-kotlin/028-KotlinArrow.md,014-kotlin,P0,11.9,0,3,False,False,False,False,True
014-kotlin/004-KotlinClassObject.md,014-kotlin,P0,11.9,0,0,False,False,False,False,True
014-kotlin/029-KotlinKtor.md,014-kotlin,P0,12.5,0,3,False,False,False,False,True
014-kotlin/019-KotlinCollectionOperation.md,014-kotlin,P0,12.6,0,2,False,False,False,False,True
014-kotlin/008-KotlinMultiplatform.md,014-kotlin,P0,12.8,0,1,False,False,False,False,True
014-kotlin/042-KotlinWebSocket.md,014-kotlin,P0,13.2,0,3,False,False,False,False,True
014-kotlin/010-KotlinTestBestPractice.md,014-kotlin,P0,15.4,0,0,False,False,False,False,True
014-kotlin/002-KotlinBasicSyntax.md,014-kotlin,P0,18.7,0,8,True,True,True,True,False
014-kotlin/018-KotlinScopeFunction.md,014-kotlin,P0,38.9,0,12,False,False,False,False,True
014-kotlin/020-KotlinInlineClass.md,014-kotlin,P0,40.2,0,12,False,False,False,False,True
014-kotlin/023-KotlinSerialization.md,014-kotlin,P0,41.3,0,12,False,False,False,False,True
014-kotlin/013-SealedClassAlgebraicDataType.md,014-kotlin,P0,45.3,0,12,False,False,False,False,True
014-kotlin/017-FlowReactiveStream.md,014-kotlin,P0,46.8,0,12,False,False,False,False,True
014-kotlin/015-ExtensionFunction.md,014-kotlin,P0,49.9,0,12,False,False,False,False,True
014-kotlin/037-KotlinBenchmark.md,014-kotlin,P0,51.2,0,12,False,False,False,False,True
014-kotlin/050-ScopeFunctionDifference.md,014-kotlin,P0,54.1,0,12,False,False,False,False,True
014-kotlin/034-KotlinCompilerPlugin.md,014-kotlin,P0,56.5,0,12,False,False,False,False,True
014-kotlin/045-FlowColdSharedState.md,014-kotlin,P0,64.7,0,12,False,False,False,False,True
014-kotlin/039-KotlinRegex.md,014-kotlin,P0,67.7,0,12,False,False,False,False,True
014-kotlin/016-CoroutineBasics.md,014-kotlin,P0,69.1,0,12,False,False,False,False,True
014-kotlin/048-InlineClass.md,014-kotlin,P0,69.9,0,12,False,False,False,False,True
014-kotlin/021-KotlinContractContracts.md,014-kotlin,P0,70.6,0,12,False,False,False,False,True
014-kotlin/051-CoroutineExceptionHandling.md,014-kotlin,P0,76.8,0,12,False,False,False,False,True
014-kotlin/014-DelegateProperty.md,014-kotlin,P0,77.4,0,12,False,False,False,False,True
014-kotlin/041-KotlinConcurrencySafety.md,014-kotlin,P0,80.4,0,12,False,False,False,False,True
014-kotlin/001-KotlinOverviewEnvSetup.md,014-kotlin,P0,81.5,0,12,False,False,False,False,True
014-kotlin/044-CoroutineDispatcherContext.md,014-kotlin,P0,82.0,0,12,False,False,False,False,True
014-kotlin/049-ExtensionFunctionCompilePrinciple.md,014-kotlin,P0,82.5,0,12,False,False,False,False,True
014-kotlin/026-KotlinTypeSystem.md,014-kotlin,P0,87.4,0,12,False,False,False,False,True
014-kotlin/012-NullSafetyDetailed.md,014-kotlin,P0,99.8,0,12,False,False,False,False,True
014-kotlin/046-ChannelBroadcastChannel.md,014-kotlin,P0,106.0,0,12,False,False,False,False,True
014-kotlin/052-KotlinCrossPlatform.md,014-kotlin,P0,106.8,0,12,False,False,False,False,True
014-kotlin/047-SealedClassSealedInterface.md,014-kotlin,P0,145.4,0,12,False,False,False,False,True
015-csharp/010-CGameDevUnity.md,015-csharp,P0,16.7,0,0,False,False,False,False,True
015-csharp/002-CBasicSyntax.md,015-csharp,P0,48.2,0,12,False,False,False,False,True
015-csharp/015-GenericCovarianceContravariance.md,015-csharp,P0,52.5,0,5,False,False,False,False,True
015-csharp/011-LINQDeep.md,015-csharp,P0,55.3,0,12,False,False,False,False,True
015-csharp/034-ValueTypeReferenceType.md,015-csharp,P0,55.7,0,12,False,False,False,False,True
015-csharp/023-CAPI.md,015-csharp,P0,59.4,0,8,False,False,False,False,True
015-csharp/017-SourceGenerator.md,015-csharp,P0,61.0,0,12,False,False,False,False,True
015-csharp/020-CMAUI.md,015-csharp,P0,61.7,0,12,False,False,False,False,True
015-csharp/033-GCGeneration.md,015-csharp,P0,62.6,0,12,False,False,False,False,True
015-csharp/001-COverviewEnvSetup.md,015-csharp,P0,63.8,0,12,False,False,False,False,True
015-csharp/013-PatternMatching.md,015-csharp,P0,67.1,0,11,False,False,False,False,True
015-csharp/005-CAsyncProgramming.md,015-csharp,P0,67.9,0,12,False,False,False,False,True
015-csharp/032-DILifecycle.md,015-csharp,P0,68.1,0,11,False,False,False,False,True
015-csharp/022-CDependencyInjection.md,015-csharp,P0,68.6,0,5,False,False,False,False,True
015-csharp/007-CAdvancedFeature.md,015-csharp,P0,69.0,0,12,False,False,False,False,True
015-csharp/008-CNET.md,015-csharp,P0,69.5,0,12,False,False,False,False,True
015-csharp/029-ReflectionAndFeatureApplication.md,015-csharp,P0,69.8,0,12,False,False,False,False,True
015-csharp/009-CTestEngineering.md,015-csharp,P0,71.2,0,12,False,False,False,False,True
015-csharp/012-AsyncProgrammingDetailed.md,015-csharp,P0,71.7,0,12,False,False,False,False,True
015-csharp/025-CSharpReflection.md,015-csharp,P0,72.3,0,8,False,False,False,False,True
015-csharp/014-CRecordType.md,015-csharp,P0,72.5,0,12,False,False,False,False,True
015-csharp/027-AsyncAwaitStateMachine.md,015-csharp,P0,74.4,0,12,False,False,False,False,True
015-csharp/035-RecordTypeImmutability.md,015-csharp,P0,74.8,0,12,False,False,False,False,True
015-csharp/004-CGenericCollection.md,015-csharp,P0,75.4,0,12,False,False,False,False,True
015-csharp/024-C12C13NewFeatures.md,015-csharp,P0,76.9,0,6,False,False,False,False,True
015-csharp/018-CUnityGameDev.md,015-csharp,P0,80.1,0,11,False,False,False,False,True
015-csharp/021-CEFCore.md,015-csharp,P0,81.4,0,12,False,False,False,False,True
015-csharp/003-COOP.md,015-csharp,P0,81.5,0,12,False,False,False,False,True
015-csharp/026-LINQDeferredImmediate.md,015-csharp,P0,81.6,0,12,False,False,False,False,True
015-csharp/030-EFCoreMigrationOptimization.md,015-csharp,P0,86.4,0,12,False,False,False,False,True
015-csharp/006-CLINQFunctionalProgramming.md,015-csharp,P0,86.5,0,12,False,False,False,False,True
015-csharp/028-DelegateEventUnderlying.md,015-csharp,P0,88.5,0,12,False,False,False,False,True
015-csharp/019-CBlazor.md,015-csharp,P0,102.0,0,12,False,False,False,False,True
015-csharp/031-AspNetCoreMiddlewarePipeline.md,015-csharp,P0,114.2,0,12,False,False,False,False,True
015-csharp/016-SpanMemory.md,015-csharp,P0,135.3,0,12,False,False,False,False,True
016-go/028-GoTest.md,016-go,P0,8.9,0,2,False,False,False,False,True
016-go/022-GoGRPC.md,016-go,P0,9.3,0,3,False,False,False,False,True
016-go/005-GoInterfaceComposition.md,016-go,P0,9.5,0,1,False,False,False,False,True
016-go/007-GoErrorHandling.md,016-go,P0,9.7,0,1,False,False,False,False,True
016-go/003-GoFunctionMethod.md,016-go,P0,9.8,0,0,False,False,False,False,True
016-go/035-GoConfigManagement.md,016-go,P0,9.9,0,4,False,False,False,False,True
016-go/053-ReflectionGenericFunction.md,016-go,P0,9.9,0,2,False,False,False,False,True
016-go/027-GoDatabase.md,016-go,P0,10.0,0,2,False,False,False,False,True
016-go/021-GoGraphQL.md,016-go,P0,10.1,0,2,False,False,False,False,True
016-go/001-GoOverviewEnvSetup.md,016-go,P0,10.4,0,2,False,False,False,False,True
016-go/002-GoBasicSyntax.md,016-go,P0,10.5,0,0,False,False,False,False,True
016-go/051-GMPModel.md,016-go,P0,10.8,0,3,False,False,False,False,True
016-go/044-GoHTTPClient.md,016-go,P0,10.8,0,4,False,False,False,False,True
016-go/048-GoDistributedTracing.md,016-go,P0,10.8,0,4,False,False,False,False,True
016-go/037-GoTemplate.md,016-go,P0,10.9,0,2,False,False,False,False,True
016-go/025-GoRedis.md,016-go,P0,11.1,0,3,False,False,False,False,True
016-go/026-GoMessageQueue.md,016-go,P0,11.2,0,4,False,False,False,False,True
016-go/008-GoGeneric.md,016-go,P0,11.2,0,1,False,False,False,False,True
016-go/038-GoEncryption.md,016-go,P0,11.6,0,2,False,False,False,False,True
016-go/009-GoStandardLibraryToolchain.md,016-go,P0,12.3,0,1,False,False,False,False,True
016-go/004-GoDataStructure.md,016-go,P0,12.5,0,2,False,False,False,False,True
016-go/006-GoConcurrentProgramming.md,016-go,P0,13.8,0,1,False,False,False,False,True
016-go/010-GoWebDevelopmentMicroservice.md,016-go,P0,17.5,0,1,False,False,False,False,True
016-go/058-RaceDetectionAtomic.md,016-go,P0,18.5,0,10,True,True,True,True,False
016-go/016-MemoryAlignment.md,016-go,P0,30.0,0,12,False,False,False,False,True
016-go/029-GoJSON.md,016-go,P0,31.0,0,12,False,False,False,False,True
016-go/054-MemoryEscapeAnalysis.md,016-go,P0,43.1,0,11,False,False,False,False,True
016-go/040-GoTime.md,016-go,P0,44.3,0,12,False,False,False,False,True
016-go/019-InterfaceTypeAssertion.md,016-go,P0,46.9,0,12,False,False,False,False,True
016-go/036-GoLog.md,016-go,P0,47.9,0,12,False,False,False,False,True
016-go/059-PackageManagementDetailed.md,016-go,P0,48.0,0,12,False,False,False,False,True
016-go/034-GoDependencyInjection.md,016-go,P0,48.6,0,12,False,False,False,False,True
016-go/017-ContextDetailed.md,016-go,P0,49.1,0,12,False,False,False,False,True
016-go/042-GoSignalHandling.md,016-go,P0,49.2,0,12,False,False,False,False,True
016-go/011-SlicePrinciple.md,016-go,P0,51.5,0,12,False,False,False,False,True
016-go/033-GoCodeGeneration.md,016-go,P0,51.7,0,11,False,False,False,False,True
016-go/032-GoWasm.md,016-go,P0,52.5,0,12,False,False,False,False,True
016-go/030-GoFuzzing.md,016-go,P0,53.1,0,12,False,False,False,False,True
016-go/015-Reflection.md,016-go,P0,53.1,0,12,False,False,False,False,True
016-go/055-GCAndTuning.md,016-go,P0,53.3,0,12,False,False,False,False,True
016-go/045-GoHTTP.md,016-go,P0,53.9,0,12,False,False,False,False,True
016-go/039-GoFileMonitor.md,016-go,P0,53.9,0,12,False,False,False,False,True
016-go/018-GoroutineSchedule.md,016-go,P0,54.1,0,12,False,False,False,False,True
016-go/013-UnsafePointer.md,016-go,P0,55.0,0,12,False,False,False,False,True
016-go/012-MapPrinciple.md,016-go,P0,55.1,0,12,False,False,False,False,True
016-go/024-GoDocker.md,016-go,P0,55.2,0,12,False,False,False,False,True
016-go/023-GoKubernetes.md,016-go,P0,56.9,0,12,False,False,False,False,True
016-go/014-ChannelPrinciple.md,016-go,P0,57.5,0,12,False,False,False,False,True
016-go/050-GoroutineChannelPrinciple.md,016-go,P0,57.6,0,12,False,False,False,False,True
016-go/047-GoMiddleware.md,016-go,P0,60.4,0,12,False,False,False,False,True
016-go/043-GoPerformanceAnalysis.md,016-go,P0,62.0,0,12,False,False,False,False,True
016-go/020-ErrorHandlingAdvanced.md,016-go,P0,68.3,0,12,False,False,False,False,True
016-go/052-ConcurrencyPattern.md,016-go,P0,70.9,0,12,False,False,False,False,True
016-go/049-Go.md,016-go,P0,71.0,0,11,False,False,False,False,True
016-go/041-GoRegex.md,016-go,P0,72.0,0,12,False,False,False,False,True
016-go/056-GenericDetailed.md,016-go,P0,73.3,0,12,False,False,False,False,True
016-go/057-UnitTestBenchmark.md,016-go,P0,79.5,0,12,False,False,False,False,True
016-go/031-GoCGO.md,016-go,P0,84.7,0,12,False,False,False,False,True
016-go/046-GoOAuth2.md,016-go,P0,108.5,0,12,False,False,False,False,True
017-lua/022-LuaDebug.md,017-lua,P0,21.7,0,3,False,False,False,False,True
017-lua/009-EnvironmentModule.md,017-lua,P0,22.8,0,2,False,False,False,False,True
017-lua/018-LuaErrorHandling.md,017-lua,P0,22.9,0,2,False,False,False,False,True
017-lua/014-LuaNeovim.md,017-lua,P0,24.7,0,2,False,False,False,False,True
017-lua/020-LuaWorldOfWarcraft.md,017-lua,P0,25.5,0,2,False,False,False,False,True
017-lua/013-LuaLove2D.md,017-lua,P0,31.3,0,1,False,False,False,False,True
017-lua/031-ModuleLoading.md,017-lua,P0,41.6,0,12,False,False,False,False,True
017-lua/002-ProgramStructureBasicSyntax.md,017-lua,P0,44.8,0,12,False,False,False,False,True
017-lua/030-UserData.md,017-lua,P0,47.4,0,12,False,False,False,False,True
017-lua/004-FunctionAndClosure.md,017-lua,P0,48.0,0,12,False,False,False,False,True
017-lua/008-CoroutineDetailed.md,017-lua,P0,48.1,0,12,False,False,False,False,True
017-lua/027-WeakTable.md,017-lua,P0,48.8,0,12,False,False,False,False,True
017-lua/019-LuaIterator.md,017-lua,P0,50.6,0,12,False,False,False,False,True
017-lua/029-CAPIStackOperation.md,017-lua,P0,51.8,0,12,False,False,False,False,True
017-lua/005-MetatableOOP.md,017-lua,P0,56.7,0,12,False,False,False,False,True
017-lua/015-LuaRedisScript.md,017-lua,P0,59.3,0,12,False,False,False,False,True
017-lua/001-LuaOverviewEnvSetup.md,017-lua,P0,62.7,0,12,False,False,False,False,True
017-lua/016-LuaNginx.md,017-lua,P0,64.5,0,12,False,False,False,False,True
017-lua/006-TableMetatableAdvanced.md,017-lua,P0,64.7,0,12,False,False,False,False,True
017-lua/010-StringPatternMatching.md,017-lua,P0,64.9,0,12,False,False,False,False,True
017-lua/026-CoroutineNonPreemptiveScheduling.md,017-lua,P0,65.9,0,11,False,False,False,False,True
017-lua/025-MetatableMetamethodDetailed.md,017-lua,P0,72.0,0,12,False,False,False,False,True
017-lua/028-EnvironmentGlobalVariable.md,017-lua,P0,73.6,0,12,False,False,False,False,True
017-lua/023-CoroutineAsync.md,017-lua,P0,73.9,0,12,False,False,False,False,True
017-lua/024-StandardLibraryDetailed.md,017-lua,P0,75.5,0,12,False,False,False,False,True
017-lua/007-OOP.md,017-lua,P0,76.1,0,12,False,False,False,False,True
017-lua/021-LuaPerformance.md,017-lua,P0,78.1,0,12,False,False,False,False,True
017-lua/017-ModulePackage.md,017-lua,P0,87.8,0,12,False,False,False,False,True
017-lua/011-LuaC.md,017-lua,P0,91.3,0,12,False,False,False,False,True
017-lua/003-DataTypeTableDetailed.md,017-lua,P0,106.0,0,12,False,False,False,False,True
017-lua/012-LuaJIT.md,017-lua,P0,109.2,0,12,False,False,False,False,True
018-harmonyos/020-PerformanceOptimization.md,018-harmonyos,P0,11.0,0,2,False,False,False,False,True
018-harmonyos/014-GestureInteraction.md,018-harmonyos,P0,12.2,0,2,False,False,False,False,True
018-harmonyos/013-AnimationSystem.md,018-harmonyos,P0,13.0,0,2,False,False,False,False,True
018-harmonyos/010-NavigationRoute.md,018-harmonyos,P0,13.3,0,3,False,False,False,False,True
018-harmonyos/017-SensorLocation.md,018-harmonyos,P0,13.4,0,2,False,False,False,False,True
018-harmonyos/018-CardDevelopment.md,018-harmonyos,P0,13.6,0,2,False,False,False,False,True
018-harmonyos/002-ArkTSArkUI.md,018-harmonyos,P0,13.9,0,0,False,False,False,False,True
018-harmonyos/009-ListGrid.md,018-harmonyos,P0,14.2,0,3,False,False,False,False,True
018-harmonyos/004-NetworkAndPersistence.md,018-harmonyos,P0,15.2,0,0,False,False,False,False,True
018-harmonyos/005-MultimediaDeviceCapability.md,018-harmonyos,P0,16.7,0,0,False,False,False,False,True
018-harmonyos/003-UIComponentAnimation.md,018-harmonyos,P0,16.8,0,1,False,False,False,False,True
018-harmonyos/016-MultimediaCapability.md,018-harmonyos,P0,16.8,0,2,False,False,False,False,True
018-harmonyos/015-NotificationPermission.md,018-harmonyos,P0,17.4,0,2,False,False,False,False,True
018-harmonyos/012-DataPersistence.md,018-harmonyos,P0,18.6,0,3,False,False,False,False,True
018-harmonyos/023-AppSignaturePublish.md,018-harmonyos,P0,46.7,0,12,False,False,False,False,True
018-harmonyos/025-ArkTSTypeScriptDifference.md,018-harmonyos,P0,54.4,0,9,False,False,False,False,True
018-harmonyos/028-RouteJumpStack.md,018-harmonyos,P0,54.8,0,8,False,False,False,False,True
018-harmonyos/021-I18nAccessibility.md,018-harmonyos,P0,55.5,0,12,False,False,False,False,True
018-harmonyos/022-TestDebug.md,018-harmonyos,P0,57.4,0,12,False,False,False,False,True
018-harmonyos/033-DevEcoStudioDebugger.md,018-harmonyos,P0,57.9,0,12,False,False,False,False,True
018-harmonyos/008-CustomComponent.md,018-harmonyos,P0,61.0,0,12,False,False,False,False,True
018-harmonyos/019-DistributedCapability.md,018-harmonyos,P0,64.0,0,12,False,False,False,False,True
018-harmonyos/026-ArkUIDeclarativeSyntax.md,018-harmonyos,P0,64.1,0,6,False,False,False,False,True
018-harmonyos/011-NetworkRequest.md,018-harmonyos,P0,65.6,0,12,False,False,False,False,True
018-harmonyos/006-ArkTSLanguageFeature.md,018-harmonyos,P0,67.3,0,12,False,False,False,False,True
018-harmonyos/007-StateManagement.md,018-harmonyos,P0,67.7,0,12,False,False,False,False,True
018-harmonyos/027-ComponentLifecycleDetailed.md,018-harmonyos,P0,68.6,0,8,False,False,False,False,True
018-harmonyos/031-CrossDeviceCall.md,018-harmonyos,P0,70.7,0,12,False,False,False,False,True
018-harmonyos/024-StageFAModelDifference.md,018-harmonyos,P0,71.5,0,12,False,False,False,False,True
018-harmonyos/001-OverviewSetup.md,018-harmonyos,P0,71.6,0,12,False,False,False,False,True
018-harmonyos/030-DistributedDataManagement.md,018-harmonyos,P0,76.8,0,12,False,False,False,False,True
018-harmonyos/032-AtomicServiceDevPublish.md,018-harmonyos,P0,84.1,0,9,False,False,False,False,True
018-harmonyos/029-PermissionRequest.md,018-harmonyos,P0,99.9,0,12,False,False,False,False,True
019-sql/018-NaturalJoinUsing.md,019-sql,P0,5.3,0,1,False,False,False,False,True
019-sql/025-PivotUnpivot.md,019-sql,P0,5.8,0,0,False,False,False,False,True
019-sql/027-DCL.md,019-sql,P0,5.9,0,0,False,False,False,False,True
019-sql/021-LateralDerivedTable.md,019-sql,P0,6.1,0,0,False,False,False,False,True
019-sql/026-SetOperation.md,019-sql,P0,6.1,0,0,False,False,False,False,True
019-sql/028-TCL.md,019-sql,P0,6.2,0,0,False,False,False,False,True
019-sql/031-TransactionACIDProperty.md,019-sql,P0,6.4,0,1,False,False,False,False,True
019-sql/023-CTE.md,019-sql,P0,6.4,0,1,False,False,False,False,True
019-sql/020-SemiAntiJoin.md,019-sql,P0,6.5,0,1,False,False,False,False,True
019-sql/033-DirtyReadNonRepeatablePhantom.md,019-sql,P0,6.5,0,2,False,False,False,False,True
019-sql/035-MVCC.md,019-sql,P0,6.9,0,2,False,False,False,False,True
019-sql/022-Subquery.md,019-sql,P0,7.1,0,1,False,False,False,False,True
019-sql/016-GROUPBYGroupingSet.md,019-sql,P0,7.2,0,1,False,False,False,False,True
019-sql/032-IsolationLevel.md,019-sql,P0,7.2,0,1,False,False,False,False,True
019-sql/017-JoinQuery.md,019-sql,P0,7.2,0,1,False,False,False,False,True
019-sql/034-LockMechanism.md,019-sql,P0,7.4,0,1,False,False,False,False,True
019-sql/030-ExecutionPlan.md,019-sql,P0,7.4,0,0,False,False,False,False,True
019-sql/024-RecursiveCTE.md,019-sql,P0,7.6,0,0,False,False,False,False,True
019-sql/038-OptimisticPessimisticLock.md,019-sql,P0,8.1,0,2,False,False,False,False,True
019-sql/013-SelectExecutionOrder.md,019-sql,P0,8.1,0,1,False,False,False,False,True
019-sql/015-AggregateFunction.md,019-sql,P0,8.3,0,1,False,False,False,False,True
019-sql/014-FilterCondition.md,019-sql,P0,8.4,0,2,False,False,False,False,True
019-sql/037-RecursiveCTETreeTraversal.md,019-sql,P0,9.0,0,0,False,False,False,False,True
